timestamp,metric,preprocessed,model_out,scores
2020-12-19 06:33:00+00:00,0.0,0.0,2.1983633e-08,
2020-12-19 06:34:00+00:00,0.0,0.0,9.778715e-09,
2020-12-19 06:35:00+00:00,0.0,0.0,1.299757e-07,
2020-12-19 06:36:00+00:00,0.0,0.0,4.4942063e-09,
2020-12-19 06:37:00+00:00,0.0,0.0,6.9056343e-09,
2020-12-19 06:38:00+00:00,0.0,0.0,1.917351e-07,
2020-12-19 06:39:00+00:00,0.0,0.0,4.35191e-07,
2020-12-19 06:40:00+00:00,0.0,0.0,3.4959913e-07,
2020-12-19 06:41:00+00:00,0.0,0.0,1.5381794e-08,
2020-12-19 06:42:00+00:00,0.0,0.0,5.564485e-07,
2020-12-19 06:43:00+00:00,0.0,0.0,2.9977056e-07,
2020-12-19 06:44:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 06:45:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 06:46:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 06:47:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 06:48:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 06:49:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 06:50:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 06:51:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 06:52:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 06:53:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 06:54:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 06:55:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 06:56:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 06:57:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 06:58:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 06:59:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:00:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:01:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:02:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:03:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:04:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:05:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:06:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:07:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:08:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:09:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:10:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:11:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:12:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:13:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:14:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:15:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:16:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:17:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:18:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:19:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:20:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:21:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:22:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:23:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:24:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:25:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:26:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:27:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:28:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:29:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:30:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:31:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:32:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:33:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:34:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:35:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:36:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:37:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:38:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:39:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:40:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:41:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:42:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:43:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:44:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:45:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:46:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:47:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:48:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:49:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:50:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:51:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:52:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:53:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:54:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:55:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:56:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:57:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:58:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 07:59:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:00:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:01:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:02:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:03:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:04:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:05:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:06:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:07:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:08:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:09:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:10:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:11:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:12:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:13:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:14:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:15:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:16:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:17:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:18:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:19:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:20:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:21:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:22:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:23:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:24:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:25:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:26:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:27:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:28:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:29:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:30:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:31:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:32:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:33:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:34:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:35:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:36:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:37:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:38:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:39:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:40:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:41:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:42:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:43:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:44:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:45:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:46:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:47:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:48:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:49:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:50:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:51:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:52:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:53:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:54:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:55:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:56:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:57:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:58:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 08:59:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:00:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:01:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:02:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:03:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:04:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:05:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:06:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:07:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:08:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:09:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:10:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:11:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:12:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:13:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:14:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:15:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:16:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:17:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:18:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:19:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:20:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:21:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:22:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:23:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:24:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:25:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:26:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:27:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:28:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:29:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:30:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:31:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:32:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:33:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:34:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:35:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:36:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:37:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:38:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:39:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:40:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:41:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:42:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:43:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:44:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:45:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:46:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:47:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:48:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:49:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:50:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:51:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:52:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:53:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:54:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:55:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:56:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:57:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:58:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 09:59:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 10:00:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 10:01:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 10:02:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 10:03:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 10:04:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 10:05:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 10:06:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 10:07:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
2020-12-19 10:08:00+00:00,0.0,0.0,1.3171291e-07,1.1204603910446167
