time,data
2024-05-12 17:09:00,135609.66666666666
2024-05-12 17:12:00,137755.0
2024-05-12 17:15:00,138630.0
2024-05-12 17:18:00,133907.33333333334
2024-05-12 17:21:00,121125.0
2024-05-12 17:24:00,122570.0
2024-05-12 17:27:00,124155.0
2024-05-12 17:30:00,123488.0
2024-05-12 17:33:00,126009.66666666669
2024-05-12 17:36:00,124534.66666666669
2024-05-12 17:39:00,123873.66666666669
2024-05-12 17:42:00,120774.66666666669
2024-05-12 17:45:00,118894.33333333331
2024-05-12 17:48:00,119482.0
2024-05-12 17:51:00,125129.33333333331
2024-05-12 17:54:00,123929.33333333331
2024-05-12 17:57:00,123701.0
2024-05-12 18:00:00,128495.33333333331
2024-05-12 18:03:00,137688.66666666666
2024-05-12 18:06:00,142353.0
2024-05-12 18:09:00,153817.66666666666
2024-05-12 18:12:00,150690.33333333334
2024-05-12 18:15:00,165936.33333333334
2024-05-12 18:18:00,147629.66666666666
2024-05-12 18:21:00,144530.66666666666
2024-05-12 18:24:00,139951.0
2024-05-12 18:27:00,136438.66666666666
2024-05-12 18:30:00,136600.0
2024-05-12 18:33:00,136262.33333333334
2024-05-12 18:36:00,145518.66666666666
2024-05-12 18:39:00,132459.66666666666
2024-05-12 18:42:00,120463.33333333331
2024-05-12 18:45:00,118712.33333333331
2024-05-12 18:48:00,119450.0
2024-05-12 18:51:00,139450.66666666666
2024-05-12 18:54:00,124412.33333333331
2024-05-12 18:57:00,117932.66666666669
2024-05-12 19:00:00,122157.66666666669
2024-05-12 19:03:00,124428.33333333331
2024-05-12 19:06:00,122343.0
2024-05-12 19:09:00,119096.0
2024-05-12 19:12:00,120022.0
2024-05-12 19:15:00,117591.66666666669
2024-05-12 19:18:00,119537.66666666669
2024-05-12 19:21:00,119825.66666666669
2024-05-12 19:24:00,118224.66666666669
2024-05-12 19:27:00,119375.33333333331
2024-05-12 19:30:00,138544.33333333334
2024-05-12 19:33:00,138769.33333333334
2024-05-12 19:36:00,138288.0
2024-05-12 19:39:00,141797.0
2024-05-12 19:42:00,140604.66666666666
2024-05-12 19:45:00,143451.66666666666
2024-05-12 19:48:00,143261.0
2024-05-12 19:51:00,140976.66666666666
2024-05-12 19:54:00,147398.33333333334
2024-05-12 19:57:00,144667.33333333334
2024-05-12 20:00:00,137546.0
2024-05-12 20:03:00,145992.33333333334
2024-05-12 20:06:00,147416.33333333334
2024-05-12 20:09:00,145150.33333333334
2024-05-12 20:12:00,125843.66666666669
2024-05-12 20:15:00,127867.0
2024-05-12 20:18:00,131799.66666666666
2024-05-12 20:21:00,132289.66666666666
2024-05-12 20:24:00,129706.33333333331
2024-05-12 20:27:00,128345.0
2024-05-12 20:30:00,128977.33333333331
2024-05-12 20:33:00,128152.33333333331
2024-05-12 20:36:00,129830.0
2024-05-12 20:39:00,127696.33333333331
2024-05-12 20:42:00,127116.0
2024-05-12 20:45:00,129305.0
2024-05-12 20:48:00,128052.0
2024-05-12 20:51:00,129548.33333333331
2024-05-12 20:54:00,130211.66666666669
2024-05-12 20:57:00,130549.66666666669
2024-05-12 21:00:00,135529.0
2024-05-12 21:03:00,134030.33333333334
2024-05-12 21:06:00,132600.0
2024-05-12 21:09:00,132276.66666666666
2024-05-12 21:12:00,122757.66666666669
2024-05-12 21:15:00,121978.66666666669
2024-05-12 21:18:00,122946.66666666669
2024-05-12 21:21:00,118865.0
2024-05-12 21:24:00,119868.0
2024-05-12 21:27:00,114552.33333333331
2024-05-12 21:30:00,117081.0
2024-05-12 21:33:00,119877.66666666669
2024-05-12 21:36:00,122821.33333333331
2024-05-12 21:39:00,120144.66666666669
2024-05-12 21:42:00,119113.0
2024-05-12 21:45:00,117442.33333333331
2024-05-12 21:48:00,121488.0
2024-05-12 21:51:00,139361.66666666666
2024-05-12 21:54:00,123598.33333333331
2024-05-12 21:57:00,117651.33333333331
2024-05-12 22:00:00,126729.0
2024-05-12 22:03:00,133555.0
2024-05-12 22:06:00,133957.0
2024-05-12 22:09:00,130217.33333333331
2024-05-12 22:12:00,114427.0
2024-05-12 22:15:00,115357.66666666669
2024-05-12 22:18:00,114584.33333333331
2024-05-12 22:21:00,115207.0
2024-05-12 22:24:00,115290.33333333331
2024-05-12 22:27:00,113326.33333333331
2024-05-12 22:30:00,113323.33333333331
2024-05-12 22:33:00,112653.33333333331
2024-05-12 22:36:00,113609.66666666669
2024-05-12 22:39:00,113805.0
2024-05-12 22:42:00,108950.33333333331
2024-05-12 22:45:00,112599.66666666669
2024-05-12 22:48:00,114461.0
2024-05-12 22:51:00,113386.66666666669
2024-05-12 22:54:00,111897.66666666669
2024-05-12 22:57:00,112938.0
2024-05-12 23:00:00,120407.66666666669
2024-05-12 23:03:00,118359.33333333331
2024-05-12 23:06:00,119955.66666666669
2024-05-12 23:09:00,120107.0
2024-05-12 23:12:00,120735.66666666669
2024-05-12 23:15:00,124513.0
2024-05-12 23:18:00,117959.33333333331
2024-05-12 23:21:00,117279.33333333331
2024-05-12 23:24:00,117799.33333333331
2024-05-12 23:27:00,115029.66666666669
2024-05-12 23:30:00,118394.0
2024-05-12 23:33:00,120060.66666666669
2024-05-12 23:36:00,119485.66666666669
2024-05-12 23:39:00,118796.33333333331
2024-05-12 23:42:00,119279.66666666669
2024-05-12 23:45:00,125362.33333333331
2024-05-12 23:48:00,124090.66666666669
2024-05-12 23:51:00,120079.66666666669
2024-05-12 23:54:00,129391.66666666669
2024-05-12 23:57:00,125271.0
2024-05-13 00:00:00,133788.0
2024-05-13 00:03:00,159498.33333333334
2024-05-13 00:06:00,164562.0
2024-05-13 00:09:00,152883.66666666666
2024-05-13 00:12:00,141333.66666666666
2024-05-13 00:15:00,146373.33333333334
2024-05-13 00:18:00,141208.0
2024-05-13 00:21:00,142263.66666666666
2024-05-13 00:24:00,148719.0
2024-05-13 00:27:00,143491.33333333334
2024-05-13 00:30:00,145519.0
2024-05-13 00:33:00,149528.0
2024-05-13 00:36:00,147417.33333333334
2024-05-13 00:39:00,151833.33333333334
2024-05-13 00:42:00,141914.66666666666
2024-05-13 00:45:00,147322.33333333334
2024-05-13 00:48:00,146548.0
2024-05-13 00:51:00,167092.0
2024-05-13 00:54:00,153472.66666666666
2024-05-13 00:57:00,140108.0
2024-05-13 01:00:00,147830.66666666666
2024-05-13 01:03:00,144897.66666666666
2024-05-13 01:06:00,147279.33333333334
2024-05-13 01:09:00,148385.66666666666
2024-05-13 01:12:00,148855.66666666666
2024-05-13 01:15:00,148290.33333333334
2024-05-13 01:18:00,141197.0
2024-05-13 01:21:00,135683.33333333334
2024-05-13 01:24:00,132365.33333333334
2024-05-13 01:27:00,131037.33333333331
2024-05-13 01:30:00,133596.0
2024-05-13 01:33:00,129302.66666666669
2024-05-13 01:36:00,132730.33333333334
2024-05-13 01:39:00,132152.66666666666
2024-05-13 01:42:00,133699.66666666666
2024-05-13 01:45:00,133886.66666666666
2024-05-13 01:48:00,130400.0
2024-05-13 01:51:00,132553.0
2024-05-13 01:54:00,132905.33333333334
2024-05-13 01:57:00,129058.33333333331
2024-05-13 02:00:00,134784.66666666666
2024-05-13 02:03:00,141062.0
2024-05-13 02:06:00,149103.33333333334
2024-05-13 02:09:00,154068.66666666666
2024-05-13 02:12:00,157018.0
2024-05-13 02:15:00,175687.66666666666
2024-05-13 02:18:00,185397.66666666663
2024-05-13 02:21:00,190415.0
2024-05-13 02:24:00,208337.0
2024-05-13 02:27:00,229485.0
2024-05-13 02:30:00,225367.0
2024-05-13 02:33:00,220069.0
2024-05-13 02:36:00,226277.66666666663
2024-05-13 02:39:00,231039.66666666663
2024-05-13 02:42:00,231846.66666666663
2024-05-13 02:45:00,227883.66666666663
2024-05-13 02:48:00,225789.33333333337
2024-05-13 02:51:00,228100.0
2024-05-13 02:54:00,233341.66666666663
2024-05-13 02:57:00,224897.33333333337
2024-05-13 03:00:00,224890.33333333337
2024-05-13 03:03:00,232444.66666666663
2024-05-13 03:06:00,233101.0
2024-05-13 03:09:00,227591.0
2024-05-13 03:12:00,226115.0
2024-05-13 03:15:00,235663.66666666663
2024-05-13 03:18:00,240584.66666666663
2024-05-13 03:21:00,241929.33333333337
2024-05-13 03:24:00,244349.33333333337
2024-05-13 03:27:00,241898.33333333337
2024-05-13 03:30:00,240141.0
2024-05-13 03:33:00,233979.66666666663
2024-05-13 03:36:00,234967.66666666663
2024-05-13 03:39:00,233882.66666666663
2024-05-13 03:42:00,231137.0
2024-05-13 03:45:00,226569.0
2024-05-13 03:48:00,231153.33333333337
2024-05-13 03:51:00,246979.66666666663
2024-05-13 03:54:00,236390.66666666663
2024-05-13 03:57:00,221389.33333333337
2024-05-13 04:00:00,232705.66666666663
2024-05-13 04:03:00,239725.33333333337
2024-05-13 04:06:00,239335.33333333337
2024-05-13 04:09:00,234498.33333333337
2024-05-13 04:12:00,217581.33333333337
2024-05-13 04:15:00,215772.0
2024-05-13 04:18:00,218339.66666666663
2024-05-13 04:21:00,217720.33333333337
2024-05-13 04:24:00,216927.0
2024-05-13 04:27:00,214251.33333333337
2024-05-13 04:30:00,217461.66666666663
2024-05-13 04:33:00,213759.66666666663
2024-05-13 04:36:00,214656.0
2024-05-13 04:39:00,208259.0
2024-05-13 04:42:00,206538.66666666663
2024-05-13 04:45:00,206723.0
2024-05-13 04:48:00,206278.66666666663
2024-05-13 04:51:00,208536.33333333337
2024-05-13 04:54:00,204446.33333333337
2024-05-13 04:57:00,204418.33333333337
2024-05-13 05:00:00,203716.0
2024-05-13 05:03:00,205874.0
2024-05-13 05:06:00,208450.0
2024-05-13 05:09:00,209272.0
2024-05-13 05:12:00,213547.0
2024-05-13 05:15:00,210429.33333333337
2024-05-13 05:18:00,207445.0
2024-05-13 05:21:00,207663.0
2024-05-13 05:24:00,208277.33333333337
2024-05-13 05:27:00,208183.33333333337
2024-05-13 05:30:00,211313.66666666663
2024-05-13 05:33:00,208478.66666666663
2024-05-13 05:36:00,202501.66666666663
2024-05-13 05:39:00,203436.66666666663
2024-05-13 05:42:00,199422.66666666663
2024-05-13 05:45:00,195383.66666666663
2024-05-13 05:48:00,193839.33333333337
2024-05-13 05:51:00,196215.0
2024-05-13 05:54:00,194654.0
2024-05-13 05:57:00,192825.0
2024-05-13 06:00:00,193723.66666666663
2024-05-13 06:03:00,200967.33333333337
2024-05-13 06:06:00,199099.33333333337
2024-05-13 06:09:00,197379.33333333337
2024-05-13 06:12:00,186794.33333333337
2024-05-13 06:15:00,182578.0
2024-05-13 06:18:00,181799.33333333337
2024-05-13 06:21:00,180629.66666666663
2024-05-13 06:24:00,177135.33333333334
2024-05-13 06:27:00,173977.66666666666
2024-05-13 06:30:00,175316.0
2024-05-13 06:33:00,179370.66666666666
2024-05-13 06:36:00,181140.66666666663
2024-05-13 06:39:00,178766.0
2024-05-13 06:42:00,176217.0
2024-05-13 06:45:00,169335.33333333334
2024-05-13 06:48:00,165890.66666666666
2024-05-13 06:51:00,189849.66666666663
2024-05-13 06:54:00,176919.66666666666
2024-05-13 06:57:00,170691.66666666666
2024-05-13 07:00:00,180100.33333333334
2024-05-13 07:03:00,175491.0
2024-05-13 07:06:00,180524.33333333337
2024-05-13 07:09:00,179585.33333333334
2024-05-13 07:12:00,176498.0
2024-05-13 07:15:00,180599.0
2024-05-13 07:18:00,177559.0
2024-05-13 07:21:00,175994.0
2024-05-13 07:24:00,173137.66666666666
2024-05-13 07:27:00,172744.66666666666
2024-05-13 07:30:00,176692.66666666666
2024-05-13 07:33:00,174527.33333333334
2024-05-13 07:36:00,184164.66666666663
2024-05-13 07:39:00,180115.33333333334
2024-05-13 07:42:00,182131.33333333337
2024-05-13 07:45:00,179785.66666666666
2024-05-13 07:48:00,176343.33333333334
2024-05-13 07:51:00,177433.33333333334
2024-05-13 07:54:00,175470.66666666666
2024-05-13 07:57:00,175961.66666666666
2024-05-13 08:00:00,178469.33333333334
2024-05-13 08:03:00,188895.0
2024-05-13 08:06:00,195879.0
2024-05-13 08:09:00,198978.66666666663
2024-05-13 08:12:00,198663.66666666663
2024-05-13 08:15:00,216722.0
2024-05-13 08:18:00,202430.66666666663
2024-05-13 08:21:00,216561.0
2024-05-13 08:24:00,217447.0
2024-05-13 08:27:00,215485.66666666663
2024-05-13 08:30:00,212966.0
2024-05-13 08:33:00,238455.0
2024-05-13 08:36:00,240633.33333333337
2024-05-13 08:39:00,240810.66666666663
2024-05-13 08:42:00,239900.0
2024-05-13 08:45:00,237963.66666666663
2024-05-13 08:48:00,243232.33333333337
2024-05-13 08:51:00,233229.33333333337
2024-05-13 08:54:00,218856.0
2024-05-13 08:57:00,220520.0
2024-05-13 09:00:00,228690.66666666663
2024-05-13 09:03:00,231048.66666666663
2024-05-13 09:06:00,236363.33333333337
2024-05-13 09:09:00,266529.3333333333
2024-05-13 09:12:00,269605.3333333333
2024-05-13 09:15:00,264537.6666666667
2024-05-13 09:18:00,267820.6666666667
2024-05-13 09:21:00,269596.3333333333
2024-05-13 09:24:00,266151.6666666667
2024-05-13 09:27:00,259829.0
2024-05-13 09:30:00,255195.0
2024-05-13 09:33:00,244942.66666666663
2024-05-13 09:36:00,248894.66666666663
2024-05-13 09:39:00,246273.0
2024-05-13 09:42:00,253169.66666666663
2024-05-13 09:45:00,255405.66666666663
2024-05-13 09:48:00,273387.3333333333
2024-05-13 09:51:00,282807.6666666667
2024-05-13 09:54:00,274096.6666666667
2024-05-13 09:57:00,268415.3333333333
2024-05-13 10:00:00,279914.0
2024-05-13 10:03:00,281455.6666666667
2024-05-13 10:06:00,285655.0
2024-05-13 10:09:00,287553.3333333333
2024-05-13 10:12:00,277866.0
2024-05-13 10:15:00,274492.3333333333
2024-05-13 10:18:00,276033.3333333333
2024-05-13 10:21:00,282361.6666666667
2024-05-13 10:24:00,282672.3333333333
2024-05-13 10:27:00,276163.0
2024-05-13 10:30:00,267274.0
2024-05-13 10:33:00,257701.66666666663
2024-05-13 10:36:00,257706.0
2024-05-13 10:39:00,247573.33333333337
2024-05-13 10:42:00,248953.0
2024-05-13 10:45:00,251362.66666666663
2024-05-13 10:48:00,254124.66666666663
2024-05-13 10:51:00,255393.0
2024-05-13 10:54:00,258194.66666666663
2024-05-13 10:57:00,266160.3333333333
2024-05-13 11:00:00,262875.3333333333
2024-05-13 11:03:00,256763.0
2024-05-13 11:06:00,261442.33333333337
2024-05-13 11:09:00,261824.0
2024-05-13 11:12:00,261315.66666666663
2024-05-13 11:15:00,252366.66666666663
2024-05-13 11:18:00,250899.33333333337
2024-05-13 11:21:00,254685.66666666663
2024-05-13 11:24:00,273445.6666666667
2024-05-13 11:27:00,268560.6666666667
2024-05-13 11:30:00,264327.6666666667
2024-05-13 11:33:00,258858.33333333337
2024-05-13 11:36:00,263273.6666666667
2024-05-13 11:39:00,272658.3333333333
2024-05-13 11:42:00,278405.0
2024-05-13 11:45:00,281224.6666666667
2024-05-13 11:48:00,289213.0
2024-05-13 11:51:00,299699.6666666667
2024-05-13 11:54:00,318149.6666666667
2024-05-13 11:57:00,328450.0
2024-05-13 12:00:00,338863.0
2024-05-13 12:03:00,348175.3333333333
2024-05-13 12:06:00,354875.3333333333
2024-05-13 12:09:00,357940.3333333333
2024-05-13 12:12:00,349736.0
2024-05-13 12:15:00,351141.6666666667
2024-05-13 12:18:00,351351.3333333333
2024-05-13 12:21:00,357688.0
2024-05-13 12:24:00,364146.3333333333
2024-05-13 12:27:00,374937.6666666667
2024-05-13 12:30:00,385082.6666666667
2024-05-13 12:33:00,381924.3333333333
2024-05-13 12:36:00,393041.3333333333
2024-05-13 12:39:00,398719.0
2024-05-13 12:42:00,401596.0
2024-05-13 12:45:00,413857.0
2024-05-13 12:48:00,420889.6666666667
2024-05-13 12:51:00,454327.6666666667
2024-05-13 12:54:00,453807.0
2024-05-13 12:57:00,457961.0
2024-05-13 13:00:00,472066.3333333333
2024-05-13 13:03:00,475596.3333333333
2024-05-13 13:06:00,490101.6666666667
2024-05-13 13:09:00,497936.3333333333
2024-05-13 13:12:00,499908.3333333333
2024-05-13 13:15:00,503803.3333333333
2024-05-13 13:18:00,519029.6666666667
2024-05-13 13:21:00,527786.3333333334
2024-05-13 13:24:00,542335.0
2024-05-13 13:27:00,559271.6666666666
2024-05-13 13:30:00,568046.3333333334
2024-05-13 13:33:00,570161.0
2024-05-13 13:36:00,569538.0
2024-05-13 13:39:00,572890.3333333334
2024-05-13 13:42:00,571773.3333333334
2024-05-13 13:45:00,583204.0
2024-05-13 13:48:00,588744.6666666666
2024-05-13 13:51:00,593488.3333333334
2024-05-13 13:54:00,608569.0
2024-05-13 13:57:00,610606.0
2024-05-13 14:00:00,626046.6666666666
2024-05-13 14:03:00,629624.0
2024-05-13 14:06:00,618688.3333333334
2024-05-13 14:09:00,635963.0
2024-05-13 14:12:00,634057.3333333334
2024-05-13 14:15:00,636762.6666666666
2024-05-13 14:18:00,638170.6666666666
2024-05-13 14:21:00,644567.3333333334
2024-05-13 14:24:00,661721.6666666666
2024-05-13 14:27:00,689824.0
2024-05-13 14:30:00,677385.6666666666
2024-05-13 14:33:00,669505.0
2024-05-13 14:36:00,679328.6666666666
2024-05-13 14:39:00,675106.0
2024-05-13 14:42:00,683223.0
2024-05-13 14:45:00,677625.0
2024-05-13 14:48:00,669894.6666666666
2024-05-13 14:51:00,682967.6666666666
2024-05-13 14:54:00,693231.3333333334
2024-05-13 14:57:00,685687.0
2024-05-13 15:00:00,681865.0
2024-05-13 15:03:00,675943.0
2024-05-13 15:06:00,681523.6666666666
2024-05-13 15:09:00,671365.0
2024-05-13 15:12:00,669134.0
2024-05-13 15:15:00,663305.6666666666
2024-05-13 15:18:00,657257.0
2024-05-13 15:21:00,658082.6666666666
2024-05-13 15:24:00,653841.6666666666
2024-05-13 15:27:00,654016.6666666666
2024-05-13 15:30:00,658052.3333333334
2024-05-13 15:33:00,661591.3333333334
2024-05-13 15:36:00,665780.6666666666
2024-05-13 15:39:00,659238.0
2024-05-13 15:42:00,651798.6666666666
2024-05-13 15:45:00,656032.6666666666
2024-05-13 15:48:00,648584.3333333334
2024-05-13 15:51:00,663754.3333333334
2024-05-13 15:54:00,664061.3333333334
2024-05-13 15:57:00,660408.0
2024-05-13 16:00:00,670198.3333333334
2024-05-13 16:03:00,666497.0
2024-05-13 16:06:00,664915.6666666666
2024-05-13 16:09:00,660209.6666666666
2024-05-13 16:12:00,654455.0
2024-05-13 16:15:00,646756.3333333334
2024-05-13 16:18:00,643518.3333333334
2024-05-13 16:21:00,644191.3333333334
2024-05-13 16:24:00,640515.6666666666
2024-05-13 16:27:00,635609.3333333334
2024-05-13 16:30:00,644423.6666666666
2024-05-13 16:33:00,640384.3333333334
2024-05-13 16:36:00,637704.3333333334
2024-05-13 16:39:00,640245.3333333334
2024-05-13 16:42:00,639858.6666666666
2024-05-13 16:45:00,648759.3333333334
2024-05-13 16:48:00,641492.6666666666
2024-05-13 16:51:00,637653.0
2024-05-13 16:54:00,645044.0
2024-05-13 16:57:00,639759.0
2024-05-13 17:00:00,642722.6666666666
2024-05-13 17:03:00,636385.3333333334
2024-05-13 17:06:00,638103.6666666666
2024-05-13 17:09:00,631632.3333333334
2024-05-13 17:12:00,630547.3333333334
2024-05-13 17:15:00,628402.6666666666
2024-05-13 17:18:00,623933.0
2024-05-13 17:21:00,641719.0
2024-05-13 17:24:00,649179.0
2024-05-13 17:27:00,638927.6666666666
2024-05-13 17:30:00,646848.0
2024-05-13 17:33:00,642719.3333333334
2024-05-13 17:36:00,644411.6666666666
2024-05-13 17:39:00,646143.6666666666
2024-05-13 17:42:00,638833.0
2024-05-13 17:45:00,648648.3333333334
2024-05-13 17:48:00,652804.3333333334
2024-05-13 17:51:00,648492.3333333334
