timestamp,failure
2020-12-13 22:25:00+00:00,0
2020-12-14 00:33:00+00:00,0
2020-12-14 01:42:00+00:00,0
2020-12-14 01:59:00+00:00,0
2020-12-14 02:27:00+00:00,0
2020-12-14 02:43:00+00:00,0
2020-12-14 04:41:00+00:00,0
2020-12-14 06:18:00+00:00,0
2020-12-14 14:43:00+00:00,0
2020-12-14 14:57:00+00:00,0
2020-12-14 15:03:00+00:00,0
2020-12-14 15:15:00+00:00,0
2020-12-14 15:17:00+00:00,0
2020-12-14 15:18:00+00:00,0
2020-12-14 15:25:00+00:00,0
2020-12-14 15:26:00+00:00,0
2020-12-14 15:44:00+00:00,0
2020-12-14 16:04:00+00:00,0
2020-12-14 16:28:00+00:00,0
2020-12-14 16:44:00+00:00,0
2020-12-14 18:00:00+00:00,0
2020-12-14 18:02:00+00:00,0
2020-12-14 18:22:00+00:00,0
2020-12-14 18:53:00+00:00,0
2020-12-14 19:09:00+00:00,0
2020-12-14 19:23:00+00:00,0
2020-12-14 19:40:00+00:00,0
2020-12-14 19:48:00+00:00,0
2020-12-14 20:03:00+00:00,0
2020-12-14 21:20:00+00:00,0
2020-12-14 22:03:00+00:00,0
2020-12-14 22:15:00+00:00,0
2020-12-14 22:57:00+00:00,0
2020-12-14 23:18:00+00:00,0
2020-12-14 23:55:00+00:00,0
2020-12-15 00:10:00+00:00,0
2020-12-15 00:40:00+00:00,0
2020-12-15 02:31:00+00:00,0
2020-12-15 05:03:00+00:00,0
2020-12-15 05:08:00+00:00,0
2020-12-15 06:51:00+00:00,0
2020-12-15 07:13:00+00:00,0
2020-12-15 07:17:00+00:00,0
2020-12-15 07:19:00+00:00,0
2020-12-15 07:20:00+00:00,0
2020-12-15 07:21:00+00:00,0
2020-12-15 10:29:00+00:00,0
2020-12-15 12:21:00+00:00,0
2020-12-15 13:41:00+00:00,0
2020-12-15 14:15:00+00:00,0
2020-12-15 14:17:00+00:00,0
2020-12-15 14:18:00+00:00,0
2020-12-15 14:22:00+00:00,0
2020-12-15 14:24:00+00:00,0
2020-12-15 14:39:00+00:00,0
2020-12-15 14:53:00+00:00,0
2020-12-15 15:27:00+00:00,0
2020-12-15 15:36:00+00:00,0
2020-12-15 15:49:00+00:00,0
2020-12-15 16:36:00+00:00,0
2020-12-15 16:43:00+00:00,0
2020-12-15 16:50:00+00:00,0
2020-12-15 17:00:00+00:00,0
2020-12-15 17:18:00+00:00,0
2020-12-15 17:19:00+00:00,0
2020-12-15 17:35:00+00:00,0
2020-12-15 17:53:00+00:00,0
2020-12-15 18:17:00+00:00,0
2020-12-15 18:18:00+00:00,0
2020-12-15 18:20:00+00:00,0
2020-12-15 18:22:00+00:00,0
2020-12-15 18:54:00+00:00,0
2020-12-15 19:00:00+00:00,0
2020-12-15 19:08:00+00:00,0
2020-12-15 19:15:00+00:00,0
2020-12-15 19:16:00+00:00,0
2020-12-15 19:37:00+00:00,0
2020-12-15 19:49:00+00:00,0
2020-12-15 19:52:00+00:00,0
2020-12-15 19:54:00+00:00,0
2020-12-15 19:55:00+00:00,0
2020-12-15 20:03:00+00:00,0
2020-12-15 20:05:00+00:00,0
2020-12-15 20:07:00+00:00,0
2020-12-15 20:08:00+00:00,0
2020-12-15 20:14:00+00:00,0
2020-12-15 20:17:00+00:00,0
2020-12-15 20:18:00+00:00,0
2020-12-15 20:39:00+00:00,0
2020-12-15 20:41:00+00:00,0
2020-12-15 20:43:00+00:00,0
2020-12-15 20:44:00+00:00,0
2020-12-15 20:45:00+00:00,0
2020-12-15 20:46:00+00:00,0
2020-12-15 20:47:00+00:00,0
2020-12-15 20:48:00+00:00,0
2020-12-15 20:49:00+00:00,0
2020-12-15 20:50:00+00:00,0
2020-12-15 20:51:00+00:00,0
2020-12-15 20:52:00+00:00,0
2020-12-15 20:53:00+00:00,0
2020-12-15 20:54:00+00:00,0
2020-12-15 20:55:00+00:00,0
2020-12-15 20:56:00+00:00,0
2020-12-15 20:57:00+00:00,0
2020-12-15 20:58:00+00:00,0
2020-12-15 20:59:00+00:00,0
2020-12-15 21:00:00+00:00,0
2020-12-15 21:01:00+00:00,0
2020-12-15 21:02:00+00:00,0
2020-12-15 21:03:00+00:00,0
2020-12-15 21:04:00+00:00,0
2020-12-15 21:05:00+00:00,0
2020-12-15 21:06:00+00:00,0
2020-12-15 21:07:00+00:00,0
2020-12-15 21:08:00+00:00,0
2020-12-15 21:09:00+00:00,0
2020-12-15 21:10:00+00:00,0
2020-12-15 21:11:00+00:00,0
2020-12-15 21:12:00+00:00,0
2020-12-15 21:13:00+00:00,0
2020-12-15 21:14:00+00:00,0
2020-12-15 21:15:00+00:00,0
2020-12-15 21:16:00+00:00,0
2020-12-15 21:17:00+00:00,0
2020-12-15 21:18:00+00:00,0
2020-12-15 21:19:00+00:00,0
2020-12-15 21:20:00+00:00,0
2020-12-15 21:21:00+00:00,0
2020-12-15 21:22:00+00:00,0
2020-12-15 21:23:00+00:00,0
2020-12-15 21:24:00+00:00,0
2020-12-15 21:25:00+00:00,0
2020-12-15 21:26:00+00:00,0
2020-12-15 21:27:00+00:00,0
2020-12-15 21:28:00+00:00,0
2020-12-15 21:29:00+00:00,0
2020-12-15 21:30:00+00:00,0
2020-12-15 21:31:00+00:00,0
2020-12-15 21:32:00+00:00,0
2020-12-15 21:33:00+00:00,0
2020-12-15 21:34:00+00:00,0
2020-12-15 21:35:00+00:00,0
2020-12-15 21:36:00+00:00,0
2020-12-15 21:37:00+00:00,0
2020-12-15 21:38:00+00:00,0
2020-12-15 21:39:00+00:00,0
2020-12-15 21:40:00+00:00,0
2020-12-15 21:41:00+00:00,0
2020-12-15 21:42:00+00:00,0
2020-12-15 21:43:00+00:00,0
2020-12-15 21:44:00+00:00,0
2020-12-15 21:45:00+00:00,0
2020-12-15 21:46:00+00:00,0
2020-12-15 21:47:00+00:00,0
2020-12-15 21:48:00+00:00,0
2020-12-15 21:49:00+00:00,0
2020-12-15 21:50:00+00:00,0
2020-12-15 21:51:00+00:00,0
2020-12-15 21:52:00+00:00,0
2020-12-15 21:53:00+00:00,0
2020-12-15 21:54:00+00:00,0
2020-12-15 21:55:00+00:00,0
2020-12-15 21:56:00+00:00,0
2020-12-15 21:57:00+00:00,0
2020-12-15 21:58:00+00:00,0
2020-12-15 21:59:00+00:00,0
2020-12-15 22:00:00+00:00,0
2020-12-15 22:01:00+00:00,0
2020-12-15 22:02:00+00:00,0
2020-12-15 22:03:00+00:00,0
2020-12-15 22:04:00+00:00,0
2020-12-15 22:05:00+00:00,0
2020-12-15 22:06:00+00:00,0
2020-12-15 22:07:00+00:00,0
2020-12-15 22:08:00+00:00,0
2020-12-15 22:09:00+00:00,0
2020-12-15 22:10:00+00:00,0
2020-12-15 22:11:00+00:00,0
2020-12-15 22:12:00+00:00,0
